ИНДЕКС 1,"Угол нашивки, град",Шаг нашивки,Плотность нашивки,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
672,90,"9,0575674376","68,2531988462","1,7900570368","2090,1517212052","354,9269965569","136,0564875197","20,8338552062","298,2200782942","1,8940925058","73,6134085494","1661,4995489975","296,3706955883"
673,90,"8,1603062275","58,0390176324","0,3894026052","1917,6998892405","602,0932451256","93,3465853531","24,9660840786","218,3033875742","325,19996486","71,6934132907","2453,290387403","284,3890485124"
674,90,"0,3057226031","73,3898378108","3,8587553785","2053,2928140824","985,79121188","59,2072829294","22,4039115727","299,6708649567","432,5728073751","74,8379666511","2057,4932127233","143,6932070459"
675,90,"5,3669603418","58,3552182333","2,5579851873","1850,8183115497","593,2646059534","108,4380180531","22,7566213237","267,9493488729","482,4624148992","70,9732778987","2426,6771225581","254,5530193803"
676,90,"6,2728445739","47,3224372105","3,6689442725","1982,696484447","354,7524021438","94,9952449276","22,9343007681","319,603443432","301,8362800585","73,6978284576","2102,6207249452","223,3978811728"
677,90,"10,9886216283","43,8485117036","1,6134178297","2021,0138010762","694,4307684642","151,8844653728","28,6201157898","304,3604213286","791,442173983","77,8252352639","1643,8931487498","74,0978656867"
678,90,"4,0909844825","60,5778822152","3,5630621452","2073,5838940933","995,5487667396","70,7198166527","23,9176911748","265,4107010334","772,3929725608","75,017147884","2837,0738205408","203,57961021"
679,90,"4,5125992404","62,4750831566","3,7503466359","1967,9333416821","901,9598558071","160,4395330235","17,2810371466","317,6722239907","354,6654670589","79,290587306","2557,8826095777","208,917564328"
680,90,"7,4466674667","69,6525852781","4,7062430087","1979,2689264383","657,7130231016","152,0619989933","25,0508478422","382,7598080107","465,2012844064","69,8676496836","2856,8212085012","289,8346829996"
681,90,"5,9845650276","64,1813308039","3,8880049526","2150,3375951084","856,6282356825","154,9200311739","23,2762075793","236,2847427126","401,7593372505","70,4253357066","2181,8089882304","227,6206271919"
682,90,"5,2049781475","50,5725481016","2,4195893985","1983,7254008652","102,7016787274","113,8807362691","19,8496341967","215,7370211542","422,6278571865","74,2170947539","1706,6401700243","112,8941883318"
683,90,"7,0687813448","64,5528285133","1,0853989884","1845,7390869017","676,6216153572","95,3751956781","19,319843719","313,184981459","628,368772908","78,8958259347","3409,525741498","175,767918882"
684,90,"4,446795086","56,260700325","4,5941192837","1935,851491473","626,9717640082","125,8435788856","20,9190023838","274,2256786236","505,8564877025","74,0263985451","3130,3336417061","326,7035745721"
685,90,"11,655462828","55,0172328562","1,9342290845","1849,078418381","957,3956281494","90,5685772949","22,9047965853","262,835232848","238,4981132826","77,1818107299","2435,0754093354","259,917128985"
686,90,"8,5078898415","66,4874212816","3,4765834503","1948,5158849329","692,933016632","116,3962075947","26,9668702394","290,1737334349","249,9842599749","72,1935755459","2066,5674581097","127,1822384435"
687,90,"5,931261221","51,4338735192","4,5453258766","1820,1401458145","1099,1714411008","109,7037667246","26,1723672351","290,216922988","488,8733005574","75,1346017503","2431,9408020839","189,2994157409"
688,90,"10,59686535","72,3713834977","3,0852300532","2023,6585943715","609,4979759685","115,1743393608","16,9938513316","257,6796690193","75,5673648392","69,0473991267","2039,0222354108","246,2671238527"
689,90,"8,262472405","47,8136653563","1,0422152515","1866,6055233981","693,5780111896","153,5071570559","18,3094879074","351,9696369715","426,5042126358","70,1084162429","2461,4551073833","147,831878802"
690,90,"6,9305382362","47,9892491046","2,9856607484","1977,1126804619","764,1628588129","118,7012877228","19,5451686865","288,919534475","521,6829029307","74,9282473739","1955,4378870042","291,1253788779"
691,90,"6,2600671986","50,7350524561","2,1634294604","2025,6482286546","741,8398952234","137,9838372321","21,118524733","246,4730258286","220,8658444274","71,772789685","2067,1860003492","265,0967404526"
692,90,"8,5034532991","64,5977858487","3,6954855131","2014,8254831748","667,3325850793","110,8601457907","21,7976404388","212,021224451","1399,5423623399","73,1946167423","3583,5068835841","270,6846153985"
693,90,"4,2017906723","62,5120643123","3,0433927421","1915,616152944","474,0895916024","78,3615306353","25,5766301456","278,4576859032","218,9490959679","74,649937211","2940,5764431812","226,9944595796"
694,90,"3,3927650477","60,1378343344","3,9055525406","1911,819516949","665,9319190652","122,8963576153","23,1697001093","280,8519779965","284,9047884947","75,2504094472","2121,6393994929","220,7512538044"
695,90,"3,6565300663","49,9947978797","3,6940731366","2052,8636934261","607,307517354","109,6543554598","17,6381472969","267,3693982138","322,0903905627","71,4469581059","3763,4451791869","110,8015173001"
696,90,"7,5753619912","63,482075846","1,7352480797","1986,156488003","859,7448580183","86,9648005377","20,8502545885","244,8976649937","315,2346932454","75,3736363414","1677,7394174942","246,1768201701"
697,90,"7,6158735415","64,6192384037","1,8271046705","1985,9957567181","588,9080704304","55,3576229348","22,0559589445","268,1045792387","1291,3401146355","71,8861156771","2675,1431566269","149,376123375"
698,90,"10,8532421364","54,1938980121","2,6431244961","1988,098998766","1097,2448991272","86,5105947332","23,3374615378","275,6500340848","274,154374192","73,8976949252","2339,8695112494","243,5792268709"
699,90,"7,518721136","72,8131774621","2,5195141646","1965,7524392747","402,1290934745","131,0400155933","24,2326177823","260,7961720418","354,1328525556","76,5226802876","2551,9386145232","205,4601888447"
700,90,"8,1013427658","65,4971437458","2,7561532176","2009,0964735019","776,0035017956","106,9886102256","24,9131325684","345,2145909637","248,2514031344","78,1345305099","2096,0565248691","284,0729184777"
701,90,"9,1278818937","54,4959935739","4,4124790858","2089,5046783262","881,6824748283","104,6863462639","23,4520827633","323,3248679948","268,2178184216","72,1972680303","1904,3871171343","269,041393612"
702,90,"4,3952538485","47,0428643866","2,558728324","1997,1339494053","686,5965225098","44,3022218476","21,5571540291","283,1027098759","904,2388213026","74,2057953632","2921,9797141313","175,0163200914"
703,90,"4,0631830408","61,7645545497","2,5497528606","1895,5278478705","286,0137443484","88,0155248968","21,2140440363","338,5956618191","489,8395791873","72,2509750838","2724,8007855831","121,8292534413"
704,90,"4,6853898863","58,6084909419","4,4815729542","1864,3443725605","697,1403894939","78,9428794553","20,7284370065","199,0428618255","219,5432197749","69,1865535576","2553,6690720866","274,1662390388"
705,90,"6,6329021899","55,3516361502","3,6546615676","1895,640764459","770,045513627","124,1757285939","19,5673240443","269,2133688598","379,3559594329","75,9673151525","2732,3982192879","182,3557685507"
706,90,"8,0290738262","59,2986844017","2,9210018683","1935,7909604187","1027,5452568519","114,2516859624","20,919741812","258,7609463177","358,8787016422","81,4171259445","1576,8913085219","152,0836517708"
707,90,"9,2526719877","57,8818178485","2,8096427784","2039,5316779605","1180,8377965414","117,9064068026","21,8478963074","223,7245705319","520,0314510456","72,9682707263","2761,3937224669","64,5241796378"
708,90,"5,9593592545","49,259128733","3,4249935683","1970,4994752042","954,847922112","144,6251512329","24,6522905333","264,9880591307","694,5896846913","73,8404723753","2285,7854656668","242,7231688646"
709,90,"10,8834209024","67,2314045788","4,944947205","2135,6016504848","871,4659747282","89,0145872591","23,6133679894","198,1726406463","229,8921325974","69,048880301","3043,7475133278","281,1182692463"
710,90,"9,8451681352","57,4439547843","1,5715987223","1937,8651495118","536,0663175762","125,9816370318","23,137541227","294,8872448838","569,1680584427","71,7380337401","2489,1020478064","179,1259968285"
711,90,"7,7324363744","57,8704708473","3,3579581071","1966,0674641876","1308,5725082692","131,8399518565","25,0115124487","331,7556511556","359,1274816854","76,7215556653","1930,881496549","150,3757608613"
712,90,"7,7850637979","59,8365546381","3,4558480941","1898,039658585","693,2288989526","125,0787178874","27,420743621","249,9980623079","930,6185113093","72,4224287767","2254,2400980874","193,5197829971"
713,90,"3,2689753235","67,0388235936","2,1546546336","2015,179044705","623,0674508374","122,3949482072","24,683287224","271,3988119086","204,0098804836","71,5337099165","2751,2280514059","198,7428651766"
714,90,"6,7094067499","52,3665162175","2,4756329975","2028,8981034536","862,6873528479","81,4231956329","21,0571305299","283,6692639988","172,5476771702","72,8596510466","2906,5288291772","172,6083578973"
715,90,"10,1987031022","63,742400831","2,0097283531","1856,0290752069","711,4616887842","120,8286793861","25,586728073","295,2172007931","93,4443705185","75,6927676995","3052,7269203245","309,8035791066"
716,90,"9,2820235113","45,4650409506","3,3597162375","1982,2958988782","624,0808984236","130,845821212","25,0744153498","271,5866340498","532,3480885995","73,3374783751","2730,7574011701","269,3540840735"
717,90,"5,8668499903","56,208926202","3,7515491086","1835,8789505324","1335,9477553569","138,1113279556","23,4091913111","281,8450342277","46,1404362737","70,854423908","2602,4558309633","115,9254780131"
718,90,"4,8456609896","50,952915076","3,8832635025","1978,9626593103","372,566673265","94,8039581323","23,056812791","281,2896715065","1391,0324086528","73,6399828374","2649,3513337076","288,7948102729"
719,90,"11,9461374629","61,4858472217","3,655995206","2057,6315099278","324,7048591217","93,8000242132","21,7109258878","306,242097757","23,1713946467","73,9336674568","1145,0657574045","233,7195362494"
720,90,"9,184196791","65,7895468768","1,8356381046","2065,0337138216","699,5963829738","112,1086808935","24,2865643133","343,8223077455","1021,4368199439","75,5095847566","2830,669212607","283,1795117117"
721,90,"7,7689861703","67,045308487","1,9228830293","2010,937896231","837,6138210983","110,4507120249","22,1091084671","173,9739070319","585,3107943192","72,7599590101","2659,5655985249","143,8051107909"
722,90,"10,594980871","64,5094467541","2,3193216053","1856,1965262717","465,6885318294","119,5948899302","21,2445138347","268,2517993401","141,9480406632","74,2220078454","2257,6151169166","183,8362354143"
723,90,"12,4029378273","64,5785517196","2,8525875144","2030,3886282215","676,6354728834","82,3270471782","25,8893757441","256,6902671096","253,9145539903","66,5983585301","2337,9525474029","233,6180173251"
724,90,"6,0869654049","80,0316194978","4,3433653153","1943,5562890383","1005,6757816546","80,4616113687","22,1141211605","211,4062872769","649,4526403362","71,335982181","3524,4361073463","201,9133317603"
725,90,"3,3377627612","50,5477959375","3,9084872283","1884,6539243419","653,6332167651","121,6685809269","24,4315502236","259,2244909028","207,3490812377","70,0052480028","2728,1832575499","189,6475092244"
726,90,"6,1251848895","61,4612037683","1,1207516514","1828,4117565457","231,2873762304","86,8493500993","25,2829106425","346,9528945803","444,0375602014","79,893822924","2371,4225629424","215,9190860491"
727,90,"7,0652951094","51,1437657649","3,6761370791","2025,2751030947","1125,398768228","114,7079942807","20,554312309","179,3743913704","432,6587228712","75,9997011028","2429,3860092164","347,3127183757"
728,90,"9,9400028251","68,9681501112","2,0106140289","2051,7433982525","1062,7393035708","110,3106666724","20,8019685127","206,6167753364","416,3279122504","74,1802234687","2518,3134198859","241,1405883028"
729,90,"8,0321851194","55,6316529014","2,9510915314","2010,2115605765","214,8595896142","90,5786479054","23,0434556112","240,4867978484","1009,0259356088","77,0903225952","2192,6825923312","147,7878305975"
730,90,"6,8012732826","62,2699097427","4,6028912279","1898,8914519109","833,3677625661","103,0126021792","22,3941693287","296,6043367495","535,4064932735","77,8562838569","2605,4631534034","305,3769808188"
731,90,"5,226207042","51,9154436617","1,3216160032","1915,2016318044","994,0092489934","108,1376083987","22,39129914","219,1337914455","494,8724708305","66,4823827566","2431,7702997173","93,8221610715"
732,90,"6,9161438559","41,5538197959","2,3408514454","1969,8744561663","240,5835043641","75,8114353825","23,1299805693","292,1356555402","704,3386626387","74,8624680977","2646,8584107952","243,5615005138"
733,90,"8,8845541021","56,0155940073","3,4958799943","2031,8003083426","1428,6591388381","105,1071363083","20,2193682382","292,4716408636","590,7607195682","79,8286463588","2446,7247776037","274,0133408206"
734,90,"8,6823436232","56,791691745","2,5467820381","1854,0744173562","869,2966536154","141,4644662487","19,3706493692","316,0511314042","564,8009055721","73,7726069586","1264,3106821803","257,4678260724"
735,90,"4,3859643465","59,4850828816","1,3974674056","2005,5020495768","755,3832251167","88,5364967853","23,8645608566","245,5433541486","264,2815046088","80,6914987607","2404,0689214933","184,6616385456"
736,90,"4,4987038769","67,7046625311","3,9645425049","1823,4137848337","919,7285470702","66,8521857691","21,0719602589","225,0103988468","776,7578228671","69,4774939443","2986,641644321","299,963677784"
737,90,"4,4969647951","57,536611453","2,4988304382","2004,1019403901","631,0193903844","57,8159702199","22,739078177","243,9639444048","732,4518169061","72,6015499711","1933,740395216","231,0688941574"
738,90,"8,2252198859","60,4094195163","2,896633631","1900,6420719061","588,9652894504","143,6227019156","21,5023515341","241,7259510211","379,6211211154","74,3294233472","2643,0738494674","282,6338982649"
739,90,"4,5089879264","52,1158768159","3,5363861879","1974,6954970425","913,0669374563","90,5019048339","24,2761852301","360,0469519495","1061,6893318461","78,0664641186","2607,7686790525","156,52152069"
740,90,"6,7859025499","67,3265385188","4,4402165459","2043,7404501139","608,8211001857","146,6894554694","18,5449714579","291,2664901272","465,7898029271","77,2195769357","2977,1183132635","299,2175175204"
741,90,"5,1671534316","49,1968006339","1,5625136609","2020,0055297995","1649,4157058759","59,4963160715","16,7798200879","221,3324426757","450,2929896453","67,8878815324","2175,6453076161","90,4021624781"
